"","RHOA","BCR","FOXL2","RUNX1","CBL","CDKN1B","MAP3K8","DMBT1","DNMT1","DNMT3A","ECT2","ETS2","ETV6","EZH2","FOXO1","FOXO3","FLT3","FUS","GLI1","HDAC1","IDH1","FOXO4","MXI1","NOTCH1","NOTCH2","NOTCH3","NPM1","PAX5","PHB","PML","PTPN11","RARB","RB1","SKIL","SPI1","TCF3","WT1","ZBTB16","NR4A3","NCOA4","SPOP","KLF4","LITAF","YAP1","RASSF1","ARHGEF12","SIRT1","SUZ12","WHSC1L1","WDR11","SALL4","HOPX","LHX4","MIR106A","MIR107","MIR125B1","MIR146A","MIR150","MIR155","MIR17","MIR194-1","MIR194-2","MIR196A2","MIR20A","MIR203A","MIR210","MIR214","MIR222","MIR223","MIR27A"
"TCGA-E2-A10E-01A-21R-A10J-07",5908517.35559,137200.568916,217.593121968,352408.910733,69146.4633093,1407401.05997,53583.6205448,9827.80776635,186022.727818,103788.724072,280539.163839,194007.187728,291477.381683,94323.5868902,92679.261325,377082.849426,3815.33503716,585832.862705,2793.12655339,369011.5799,798810.368818,117847.475353,108151.621961,67487.0904038,710092.978573,535159.987533,3032574.62178,816.096607884,416420.73643,114813.1045,498856.943053,186363.977002,324407.430422,284367.549523,161517.460375,274923.165578,79552.0824243,1195.32794121,22769.0662783,1513818.36778,302784.904827,269482.421151,965500.631583,337572.590457,100731.288474,187107.419686,182284.753191,219490.472839,174576.893444,156498.065284,20631.1071301,26688.8222096,8639.55267852,0,0,0,0,0,0,0,7467.28396214,0,5245.61270068,0,2885.08698537,0,0,0,0,4068.71241527
"TCGA-A7-A0CJ-01A-21R-A00Z-07",3023440.11989,134884.8222,410.273817087,181889.788799,68058.7185641,825377.315471,82753.5163528,296.486739612,376525.235682,154026.72352,429174.017931,97061.1123633,214826.329335,395041.305327,23546.8176725,286443.284908,2014.27772809,743960.382141,854.021449413,959508.746017,226290.097018,88186.6132895,223663.52762,70376.7843018,190677.74329,680810.311202,4791034.94754,128.229800112,1031087.87098,83459.5765802,440434.611569,11006.2582178,179253.412447,196795.816548,130917.667778,804144.599056,437622.212877,751.267246983,4359.4679541,273153.145981,385667.162611,27147.2544763,695828.772196,244194.550191,77553.2995476,143866.600336,50402.257127,166101.091738,161536.053024,36921.6274682,2750.51500324,7872.4629107,53378.3993579,0,0,0,0,0,0,0,4693.21068409,0,3296.88353841,0,0,18132.8594613,0,0,0,5114.39625831
"TCGA-A8-A079-01A-21R-A00Z-07",5080792.86666,152211.266075,0,336046.438455,96175.1247785,961815.511294,38880.1039328,763.795688966,366674.945826,97347.1248801,366868.563104,50914.0251563,190764.017323,240552.093926,39011.4754284,95834.0515015,2529.13674545,837735.678415,3278.56745238,1055647.94992,1071159.91437,117116.23834,174546.32717,68284.0440014,557085.3512,635384.998288,3818815.52382,2603.85484776,1329034.45548,104569.809575,530434.200133,14225.9666275,107949.625625,133861.732948,269273.713048,165308.878835,3968.41459456,4553.83670989,6893.5019438,946575.357936,282268.105239,113403.601932,1020327.7034,127087.847083,207405.31519,160949.848152,127917.933592,142437.049721,72485.5435574,94585.8820229,9378.20114848,10292.387549,6104.06460686,0,0,0,0,0,0,0,0,0,8992.88662668,0,0,9892.17528935,0,0,0,4650.16787106
"TCGA-D8-A1JK-01A-11R-A13Q-07",5083854.41393,57079.4461268,518.373936988,195023.653981,74956.38901,395910.076772,122053.909756,62.4343190963,347461.192192,66253.8242714,220073.004476,355400.329952,254046.506326,186030.481802,125682.798475,250025.067787,3635.72198652,395314.612593,2637.65691661,385241.915134,2333858.3269,57465.8188046,284454.931836,155239.894867,227210.447205,431115.519858,1836004.65163,378.037694895,573504.135218,207474.762149,332995.582729,33538.5273151,205077.154764,196897.720961,502326.977346,375620.092317,4044.02249359,18114.1536561,15007.6123719,1189832.4621,151525.685105,132930.070793,2284381.77356,407805.006763,162719.075438,154365.558793,76086.6098199,156514.064556,97587.6775547,78276.8561708,10177.4551,54089.3639507,1496.87850935,0,0,0,0,0,0,0,0,0,0,0,0,13746.3343109,0,0,0,0
"TCGA-AO-A124-01A-11R-A10J-07",3994539.11404,123214.972548,413.687866248,120951.691064,76334.8559629,832066.733619,136389.362643,934.231006012,601115.613173,137363.137261,679401.410819,105440.934406,786718.108934,342444.28834,60274.0765052,1883509.24165,2031.03932217,696188.94568,574.085397643,775709.896831,302129.191254,125153.781067,112696.87636,364919.039027,450188.927288,491092.10718,17080884.2368,420.21476417,1022322.69027,259422.101873,444458.99095,64302.2230596,26652.0704606,344092.564311,79466.709846,515439.363928,880.180529427,94.6898545076,9890.42578832,1620458.42443,239690.506549,40152.7941614,2021566.67691,383906.479385,72410.2033103,173389.198461,157569.285948,493003.573585,141821.338462,92784.5062513,1262.88891895,7354.29829114,5574.71872029,0,0,0,0,0,0,0,0,0,2493.23864844,0,5485.12502657,2742.56251328,0,0,0,0
"TCGA-AN-A0FY-01A-11R-A034-07",4539709.25026,79841.3118908,464.774896504,293713.56176,200813.945678,1047750.89496,106095.4989,134.348903565,616231.64619,112204.532576,257145.945289,94120.5072948,190437.135433,193318.56501,79464.4460297,389990.562966,17407.3005827,1053457.22559,3869.88117917,1565935.55464,101314.981154,234099.632048,473732.088348,74291.7175301,254997.518926,339413.351486,2684296.77884,290.527884518,341162.52703,74208.9336245,410096.441847,19509.2814306,72039.9281412,256411.006879,165651.613688,405029.826464,162702.98978,24936.2381242,4122.64313645,756613.28672,141057.330731,132128.961423,1122216.69682,388464.114529,286683.907948,311359.913616,188213.979812,149055.701689,193317.700093,114720.057039,17560.2965834,27838.9192568,7560.51724317,0,3116.66292667,0,0,0,0,0,3189.996172,0,6722.71920546,0,0,2464.997042,0,0,0,0
"TCGA-BH-A0E1-01A-11R-A056-07",4781911.33809,157803.86794,440.451345175,620921.763583,86362.834098,933012.476985,39127.8416,8540.90789851,195377.565287,63669.7581119,330992.631325,285386.079739,198303.584265,121982.750048,114749.51331,287599.630253,73110.9695802,616597.402711,2750.51597642,765863.682316,344535.577743,118527.795327,131166.193889,111747.826162,297344.315389,455391.13535,4575885.11565,458.872307538,449355.202623,131690.718325,435060.475059,44714.7667042,265053.942782,133894.888385,191467.187181,215541.530486,1145.37339433,26144.8978467,10038.5330447,1410577.91697,221986.534473,416561.082848,721872.857614,304057.638989,230586.623766,242421.732387,194888.574269,224893.366987,182403.150273,109546.18753,1792.78845571,19388.7784269,3744.93859184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10981.1672981
"TCGA-D8-A1Y2-01A-11R-A157-07",11652796.8116,73790.3006044,0,193989.763786,70791.4462821,580868.200932,65413.9282298,169.394446615,347254.940967,51225.1660338,168111.373785,237865.38694,215372.534807,107206.175318,112665.781225,250399.343781,28442.0770114,492589.628056,4716.71261395,573078.756273,368674.607183,111282.200055,373864.372128,93428.8383681,319175.125174,348867.889851,4790433.0663,6630.27342552,1050226.48014,175005.351587,374133.204322,27927.4718009,196737.755499,154553.462186,886509.441367,195625.281152,43805.2370948,1448.64551644,11803.9142429,1151530.77154,306513.409962,126885.352357,1499341.23847,206018.744774,286555.692475,114553.16979,106973.76551,186005.464759,168160.655966,139313.794384,22477.7274765,39951.4497283,3553.61516886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21915.4065308
"TCGA-AR-A1AV-01A-21R-A12P-07",6222356.02533,108909.525361,626.771625495,318391.863021,73939.6810208,1352845.63844,16839.3165548,264.215075374,255287.860159,70601.7129218,237832.115933,216583.40181,171200.5655,119608.57202,98740.1882018,316239.486667,228078.688173,766870.728195,1449.64544209,471720.772213,469304.426263,115804.25536,98088.353564,104275.608359,901507.360563,394891.010778,3952306.13811,228.544766259,597283.610035,108986.880099,447011.84797,45661.9884902,312322.244935,335022.562043,116201.308531,294641.818991,963.117222238,3251.82863953,12740.7165963,2443849.46032,249455.941988,110343.809867,932272.770933,375183.344725,161500.027479,252597.688785,249945.694728,259848.248018,144885.693838,199806.970889,16432.5753145,20358.9080948,14730.5120071,0,0,3462.67581736,0,0,0,0,3584.88790504,0,0,0,0,0,0,0,0,7813.21722893
"TCGA-C8-A1HL-01A-11R-A137-07",8542236.17802,68998.3556221,1152.97521411,265404.396542,63705.2914016,704710.673794,58995.8195469,138.867364447,126458.680856,113646.538281,390817.082927,275328.515593,222393.002583,216554.641682,86333.0948804,348984.16351,2425.98848248,712406.169964,1600.01365345,1022773.43454,865919.187525,72364.2187071,264269.326945,129695.357746,161183.062329,790624.87171,4118373.70145,300.29900171,307434.271867,113285.652385,418801.13428,31840.1418675,330562.111876,489372.393231,190187.413169,311061.777201,1090.27593794,791.720503661,8078.70899744,1286393.06433,195485.471695,166828.644156,906720.253815,301992.581239,227685.316976,173416.766934,207538.283115,246578.551365,116723.646623,132828.447302,6487.39016986,35354.4613715,11467.8644543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-E9-A22G-01A-11R-A157-07",3330250.19842,184182.486989,1947.52196494,120029.459603,44044.5535434,2231926.95214,83437.2756993,0,336870.581836,318783.826966,406231.061048,339989.865555,1204614.10383,1438237.14714,28296.5270738,241497.824445,2580.09849374,741766.413527,2102.04308077,606207.068214,293278.294796,192367.215005,373357.240985,370965.711946,230075.144984,325081.003998,8192006.97039,6019.2866398,481797.803959,138067.045652,500252.043301,55489.4211766,38318.9266874,108933.402879,117608.896724,769914.370904,1995.08281148,0,22293.413411,926625.762618,135542.712526,88066.2737956,497049.451088,114041.512915,177212.806745,72525.9251084,189669.187464,145342.044183,209969.953625,145062.032075,9947.71349668,7734.46191888,4946.81432578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4046.2404357
"TCGA-AO-A1KP-01A-11R-A13Q-07",4309399.47084,45573.5725038,115.213565337,269440.70467,92600.9862635,40769.3304164,211576.994777,0,120248.39579,66824.1554503,205839.353202,397442.369851,324249.925629,198287.488766,99938.5187255,202882.970934,7999.93244501,996010.516237,1758.73343053,358975.030882,132836.579578,101203.635901,511083.624581,37247.5078186,234658.582662,200630.749016,4399653.94856,108.02891999,280648.747821,74586.6333239,487399.52609,16181.1952058,281163.625163,224095.16664,34598.6503765,167817.881117,653.689219721,2689.88959111,12614.9000493,1173512.75508,478358.001,78255.9252571,1111581.207,459651.74721,74825.93958,272825.793535,292655.898805,275864.214336,2148810.08964,128545.094216,17048.032957,46859.3171245,12087.9388681,0,0,0,0,0,0,0,7907.71694327,0,0,0,0,0,0,0,0,8617.38384844
"TCGA-AR-A24H-01A-11R-A169-07",3888806.48534,88502.2116966,81.0444358537,145981.922347,70952.9155957,1704045.1519,36698.5004822,146.418072207,348504.286499,56977.5354708,565157.559273,120286.980658,190528.698761,151243.774852,91698.5923412,312218.404076,8014.74713473,741819.740125,731.0385471,990784.138625,335305.808813,116728.768841,110788.341926,55727.835683,235393.689333,207440.89457,5165249.95615,962.54704132,987388.772472,84872.5352364,1189264.51725,9911.55693934,73692.645336,400360.169221,158366.15489,226763.717805,3103.80681906,445.210205999,22801.9688321,928181.419332,429163.239141,217411.389514,1121156.0564,260400.23911,165157.271702,204128.842964,162279.560308,494009.311106,365738.958236,129732.413536,2852.48075594,8446.3605791,13651.5949158,0,0,0,0,0,0,0,2781.25434571,0,3907.54742786,0,0,0,0,2110.77338737,0,0
"TCGA-AO-A1KO-01A-31R-A13Q-07",3462710.36297,152328.284926,696.784478986,390521.273904,104625.010489,567119.687561,56913.5794107,3902.39874156,118058.80615,47572.0231412,104478.222451,479046.683829,697999.559501,49741.7623446,616763.180194,1290649.96776,10425.6873297,366524.379043,3223.15306883,443978.070868,550357.653545,213944.335556,568829.217704,100357.405396,587597.22327,385596.122301,3949999.00887,508.148229452,480327.236832,134222.030377,601534.210025,193795.892517,382353.677646,160670.618528,45188.9487479,149987.519612,247.084892439,193831.583639,30259.2509612,1982193.14873,251357.137396,235155.398835,1377507.84622,874108.566372,141645.456639,273220.90341,330118.935116,226318.514903,196273.517285,185021.805003,667.329992679,7864.7761842,10116.2123649,0,3893.71709809,7698.94062577,0,0,0,0,0,0,0,0,0,0,0,0,0,8685.98429574
"TCGA-OL-A5S0-01A-11R-A28M-07",4827260.49561,244178.354035,191.411481665,189007.764448,35161.5128509,591319.775287,127919.054683,484.136138252,168997.521522,133130.061474,146618.201431,426749.878032,348424.493887,311153.289668,95027.6151787,238568.542463,6041.26668447,703811.883605,9296.93397742,698392.007702,371955.567335,135253.840683,230513.685568,329470.112596,90510.4750923,199706.93008,4015053.78979,2692.12773392,1066504.42881,211745.832478,171111.577199,37756.7819865,39099.6968959,207640.331932,414240.25773,520511.916307,28372.1332437,963.876367259,49874.5442979,897270.531788,155777.144167,201731.380171,1456006.42651,238024.798566,332309.873499,40656.5783442,95204.8997153,227705.402426,45394.0887818,76665.1998265,2749.80197988,36224.5179781,1197.57709886,0,0,0,0,0,0,0,0,0,0,0,0,10151.7689457,0,0,0,0
"TCGA-B6-A2IU-01A-32R-A18M-07",4031607.66227,110516.089203,261.493488681,210848.392219,63337.3950434,199173.943706,214365.405321,94.4848887011,265212.002969,74754.6359932,211813.006983,192229.639719,146194.338204,74894.4645906,102386.108253,201437.805559,101055.507351,1165639.40707,4536.01633256,735637.599743,427839.904505,230581.119744,152157.935632,110865.08738,320834.583898,405179.345045,2224764.81058,326.915892632,443396.140168,79670.5808305,397415.718429,37757.1275863,145532.168606,130069.959407,104333.374256,321169.055362,741.82008897,8379.52847675,10751.8386248,807843.713658,367758.70438,467588.877847,1317070.81762,540825.019845,257434.482096,277773.922845,239509.476547,234413.675125,263761.034303,113110.809811,9954.97533702,18299.5524579,13088.3941056,0,0,0,0,0,0,0,0,0,0,0,0,6934.33187712,0,0,0,0
"TCGA-AR-A24T-01A-11R-A169-07",4774026.84866,118274.878089,901.855872835,630440.526705,85615.7876086,440323.991422,79447.4040378,1588.59515764,139276.626274,90198.2391509,181612.04641,295490.108166,292492.589498,36432.648831,185838.569097,378584.591083,54239.8868901,417996.416634,18694.7117588,389080.746328,386931.104183,168664.839401,271522.532623,125278.414968,404258.518489,799484.610893,3422058.06606,528.510442996,469011.403814,122707.397521,528417.704371,69734.9015266,307303.934892,447875.437639,226007.413742,215692.552658,4956.97307396,4231.76619678,33748.4637418,1715542.56573,366361.914854,94185.1541729,877142.816293,500414.287248,80803.5497848,243449.343699,237940.557636,253146.411496,180115.56891,141282.209484,26559.7775975,78636.3823566,6944.63245289,0,0,0,0,0,0,0,3868.69644273,0,2717.67931928,0,0,0,0,0,0,0
"TCGA-B6-A40B-01A-11R-A239-07",6366408.88756,126444.158708,116.416661401,368478.714184,45228.9543651,1725722.52852,91003.010903,1009.55005963,231499.047155,129902.069152,111898.958205,541566.153815,202840.474618,117301.0882,102384.637255,179975.604993,2204.58279281,1439093.66788,8320.05288646,353811.854655,208744.469094,199496.515128,277448.877474,117652.598651,103630.337652,598850.850549,3539054.28102,291.08531131,574325.644056,133532.945904,258719.389504,9369.19527545,162224.683361,247512.174276,289855.655248,483130.102189,7595.92533924,213.174765416,55934.5735445,991871.610487,223499.607851,343856.606134,3451375.74843,223191.338407,435387.37686,80708.3645133,130880.312435,115253.277181,97721.5515564,100525.642096,20236.4321882,33507.5921579,6835.45008406,0,0,0,0,0,0,0,0,0,8419.52234646,0,3087.1581937,24697.2655496,0,0,0,182854.75455
"TCGA-D8-A73X-01A-11R-A32P-07",4526405.50935,91254.5243368,617.745677379,319873.511235,77799.585674,937841.884794,55845.3757639,535.700970914,238066.761042,77025.7217638,165548.696852,95764.8842679,288619.89604,74995.5000708,98796.3819128,272126.691919,15251.0550036,1269102.85922,6086.55823049,768619.778905,343369.400798,219874.127551,350145.061634,85429.1501623,294722.580629,499577.965573,2865443.08218,154.459585635,459458.60039,88525.0298507,282864.067975,19691.4664033,207040.392783,175102.19524,221914.191931,367861.495346,45826.7564161,9615.00012415,3367.62383003,1102648.31962,357681.408786,240721.528308,816439.32598,464286.249903,211460.467473,200561.178477,175801.379601,150168.265661,173296.682526,133688.213463,16772.7762932,22498.404339,14627.3941153,0,0,4095.37304753,0,0,0,0,0,0,8935.35937643,0,0,16381.4921901,0,0,0,23102.1043707
"TCGA-A7-A426-01A-22R-A24H-07",4276494.77918,119585.370771,190.295844386,416337.554699,53935.767778,516191.051115,84319.8719818,412.555167651,268848.370199,81947.7944752,123505.411652,425349.809749,236551.989949,120605.672481,123417.67814,201482.718696,15015.1382624,1340309.59376,30369.0259175,693621.102049,333690.716326,270380.362688,275437.930948,190658.706588,184425.380659,578079.050936,1986037.99052,3003.55677625,334386.390127,162795.696817,194512.640902,104577.294895,136186.289887,123187.557586,191693.539311,471646.434988,2091.88941409,12370.2452741,5890.28025514,754322.230317,226996.485861,362198.547459,881731.187998,413674.754308,354864.625815,118165.383588,147951.611163,99750.5557819,156133.548121,121498.619912,6287.68209589,37266.3349784,8105.21837313,0,0,3153.93737542,0,0,0,0,0,0,0,0,7569.44970101,10092.5996013,0,2478.09365212,0,10674.864963
"TCGA-A2-A3XU-01A-12R-A22U-07",6402337.02598,124357.797181,158.656931001,102224.207076,25794.2127414,384433.758503,15422.4582415,573.271730126,322440.330468,73732.640824,86265.1981132,187437.436398,154638.100483,212774.417208,31697.6944686,136904.595195,0,1164859.31084,550.430860765,1281669.16183,262819.927936,124058.397268,797723.63969,384622.410966,909795.888612,311113.085025,11297066.2229,49.5877282472,2047881.94708,126258.6893,274201.743817,28416.5850081,13128.6102858,69164.6154422,83210.460897,643432.165976,53897.9543504,290.522453064,806.275727755,579892.716444,233287.161916,45154.5257119,1040939.2508,124374.434085,288638.829481,28616.9735292,58168.072323,150002.506816,40357.1345451,68243.7966074,113.962636723,8536.14398111,2214.36491737,0,0,0,0,0,0,0,0,0,0,0,0,12621.880029,0,4132.16310474,0,5933.36240681
"TCGA-E2-A15I-01A-21R-A137-07",3537639.87184,83999.5552211,120.976784706,298961.164335,118347.953371,981963.698288,74576.1574096,568.259711736,157676.233451,126564.533306,77713.9333109,190767.567786,447358.863771,81706.1205649,96617.9394342,614962.475806,25115.4669806,1143089.47393,17459.7931602,591265.411497,580947.996577,147216.35801,198773.102705,100473.435974,747758.190201,476554.547436,2598456.15549,12931.3333438,316202.771578,98865.8758303,378614.485863,86862.1167701,294141.138408,342278.115253,125361.827707,193276.530541,85.7985122752,6590.36792806,47730.0357877,1793514.9998,275784.632446,138108.07608,1162791.10315,684255.454622,175055.312616,234329.241043,248674.120881,223958.295785,219086.585476,176851.682666,8776.61102679,51570.1735276,8908.11087134,0,0,8020.21093155,0,0,0,0,8303.27719972,0,0,0,0,3208.08437262,0,6301.59430336,0,0
"TCGA-W8-A86G-01A-21R-A36F-07",3499430.89305,112823.86419,164.047356699,533310.530572,60353.144152,856784.795466,103386.097341,1126.22279826,232277.64325,90689.0637071,82147.4223821,196617.486694,290294.585257,59366.024824,82513.0256013,191695.551022,9664.87033354,1140402.75935,8081.67362127,746829.213411,725543.339647,262932.552421,615322.08603,129947.938487,155113.775399,687429.237005,2688021.83319,256.362444814,436134.558608,117164.612964,171410.306684,63553.2416797,144201.668554,153298.080924,131369.186675,391321.046965,1977.86150531,11339.8378944,3562.0412664,646989.864989,234687.819822,123587.647395,784650.470228,419090.39599,231142.547421,139671.434666,123863.720571,126593.443348,137954.329618,125184.239684,7423.5771455,19071.9175935,11842.7521735,5907.73011717,0,0,0,0,0,0,5629.71928812,0,3954.76148339,0,8700.47526346,30451.6634221,0,0,0,24539.8020251
"TCGA-AC-A2FK-01A-12R-A180-07",3510045.33809,151447.055338,0,547332.269828,137265.53228,710954.754137,71105.7041564,906.201060562,180640.416844,88896.1288296,102830.569909,379484.916189,406677.855985,29596.5049478,209578.224748,392159.622231,50390.7286233,483194.869748,9212.77361298,558039.759111,496972.598711,302123.620059,608284.537422,167692.786815,625020.887596,461031.574181,2709741.0266,1244.95339984,461846.246911,132464.274532,542721.561326,95449.7947902,259152.047872,178395.433718,154747.286398,252894.878401,837.031639927,104613.142423,17993.2637719,1470052.0028,222184.374584,303554.162322,1305729.84328,843111.536103,130866.021967,346648.16983,240464.030333,158542.448023,192822.97319,178536.832876,1695.49920464,14875.6382075,9727.17838429,0,0,14670.6440413,0,0,0,0,5062.81049267,0,0,0,0,0,0,3842.31153462,0,49654.4875243
"TCGA-S3-A6ZF-01A-32R-A32P-07",3401412.32698,110038.476815,232.340199025,240301.796776,74571.6893887,897620.942849,88457.675496,83.950992265,176975.256258,121648.602155,398396.578559,245725.522674,165530.520288,131740.438065,97152.7083708,176390.521505,10021.8288469,780948.958108,10720.6155987,750589.171456,221150.786578,93196.1226874,318419.87246,133798.053772,618045.226682,325016.212934,3452418.76459,12490.1590073,538763.323621,92983.265395,658216.080874,25481.5672484,319367.741957,379495.784004,204565.663203,220877.401059,2224.51759482,2286.77522786,29142.4488266,1301473.13367,167628.209554,76312.4844354,497252.22106,333378.257408,151446.381954,145661.662478,177736.397786,244666.242275,756654.520558,163915.013474,7092.78387678,29022.1168199,13362.3981334,0,0,0,0,0,0,0,0,0,5601.12694674,0,0,3080.61982071,0,0,0,0
"TCGA-C8-A1HM-01A-12R-A137-07",3667020.12693,67575.8802684,3974.20018357,96799.8255985,84847.9945979,1719913.70308,48429.6476785,0,322094.930123,77282.1507165,831254.509618,184281.652568,356847.714579,218131.607482,83788.5323164,386265.881488,9695.25863072,701861.120609,1798.40244314,862183.870154,826672.690996,113323.179576,75708.7741655,98102.6348439,229520.045151,139770.495237,2654596.22645,6318.63004324,1111024.72726,293053.123734,501150.426972,19223.3022416,389810.002144,261407.63217,319861.940473,143334.173387,14337.8979318,237.303323006,18599.8600141,1071083.99434,495342.046719,162546.615063,1409696.54469,235364.491536,110577.807363,174626.812897,458956.202465,371538.059786,186252.675482,125298.782248,13156.2224464,29840.1659295,10893.9491514,0,0,0,0,0,0,0,5929.79127135,0,4165.55585177,0,0,0,0,0,0,0
"TCGA-A2-A25D-01A-12R-A16F-07",5894925.06484,170717.965584,409.334881984,152697.409319,59536.5952618,853222.326645,194749.661855,542.3150567,153255.770961,124237.382141,163286.133435,420357.407738,238355.923562,73845.7205349,120889.272447,213876.866155,17704.2175513,544781.683337,6343.16523945,843825.284378,443366.729159,201833.882517,442761.231827,89914.7984772,191780.919255,404238.123837,6354434.72294,18081.6692281,1573062.25517,169650.286924,520098.193993,23684.6602799,169036.483977,144126.450758,402049.683915,229903.115999,967.687698149,44035.9408232,99029.7167946,1159000.29151,291333.302141,134446.651683,1279452.53967,236239.38756,319769.601625,199265.922477,64454.698601,182378.165686,238070.07449,138901.322492,10780.865434,43430.4679363,3414.70341741,0,0,0,0,0,0,0,4682.47000293,0,9868.01529542,0,0,0,0,3553.66027008,0,10205.3833397
"TCGA-A1-A0SD-01A-11R-A115-07",5783001.96698,113394.917046,1174.93946932,305032.641364,72611.4949093,1608916.04798,230802.518679,764.169104127,130710.36078,79637.6416024,123405.180858,606396.871649,214357.53444,54115.2384002,136419.571042,443449.181917,10383.2556488,530276.359557,14348.3473843,449622.118295,470718.132454,175292.345101,232702.181362,127483.013539,326372.467919,664262.535146,2828147.93287,954.781519686,522399.578616,150880.199598,464468.502486,56457.2557505,237227.497239,333613.282222,159686.596832,167869.979121,2749.83827514,4141.58787296,22743.7130664,1518799.86411,259518.475314,131509.346776,873486.967969,438265.242632,133444.093171,235349.398146,347474.290602,193796.529637,141770.428846,134979.327377,26331.3743114,37177.3246656,6107.04884767,0,0,11683.9719273,0,0,0,0,4032.11580237,0,2832.47804298,0,0,6231.45169457,0,3060.08788572,0,0
"TCGA-AR-A252-01A-11R-A169-07",5912392.83038,130084.063492,0,312794.089794,183026.576735,535193.429714,45391.1873919,221.278194127,166188.914063,97220.4247108,217544.713106,280883.292101,251187.171317,107319.679483,225743.8554,420970.902464,35292.3290279,434159.146544,14872.3263895,615443.503693,563296.476315,108485.245607,196332.355845,87209.521327,779423.475386,202046.789441,3373726.74423,18949.0525294,326509.841355,143419.345246,490386.020998,80130.1490793,352266.150856,368852.878452,258013.315459,136867.568997,5501.4504194,4952.8185626,28575.2716154,2720735.14957,308649.680979,152811.310071,1091009.11871,282644.707044,116812.266015,276709.138874,261028.772289,250116.687962,216484.631202,168247.426192,4032.29243064,70582.6636325,7613.94498937,0,0,3383.2932977,0,0,0,0,3502.70364938,0,19684.6155502,0,0,0,0,0,0,0
"TCGA-AN-A049-01A-21R-A00Z-07",4140490.29195,92242.5575453,615.264993671,353811.711871,58898.0728247,644691.065247,37255.1838361,166.734298266,208905.531508,97313.9738126,425427.883334,197341.961958,171862.644647,48321.1261303,107325.413065,265397.057199,8846.33895746,645032.184796,8004.5551255,1022922.49296,610724.530899,102180.263231,117259.197731,84695.5388385,433836.293818,487990.62802,4217938.95792,2307.58982519,872346.289445,156650.528809,463496.968222,16990.9330616,275362.301712,373094.474457,245484.785012,224414.794698,2399.95232822,8520.1697415,9095.86562706,1566262.0618,369424.22074,236909.980185,1515764.83211,254485.929159,92343.4573579,128735.9179,134575.022063,225814.446145,89342.1993037,121517.178197,10717.1026037,33970.8928189,6810.55002317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34513.9997411
"TCGA-AO-A1KQ-01A-11R-A13Q-07",4190167.98082,106774.286831,174.284679035,181529.982087,49220.3343834,1108471.20498,37977.3623861,0,241634.997051,65472.9830895,206813.033344,84528.5624115,222325.616488,155709.408693,46455.7296581,104166.618655,531613.654635,471704.153246,4474.39845945,931339.855535,392302.260762,113270.176361,174686.09747,68642.7264438,119866.393445,301168.990277,4136034.53854,9804.9837752,958361.161351,112546.758418,497778.816452,13063.8081771,141086.23047,316191.19742,365626.849788,424939.127177,4202.57862808,638.27797708,10869.8820368,1275270.94834,287343.041055,90173.2925048,791317.610132,157458.29051,216717.296152,123513.968015,175606.806976,236528.347798,157163.083348,65489.546794,8387.59502238,19606.3632419,10736.4653224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-E2-A573-01A-11R-A29R-07",5951241.70419,136859.99115,1034.81058457,144561.542709,85830.3398968,952182.402988,453134.634275,10522.7808323,344148.706048,106154.82748,381346.532017,248690.737115,586520.63077,504171.1653,51648.4884024,232281.498592,12338.3558736,905801.773585,718.016763845,1147527.08783,439623.715713,57295.8868434,107360.483087,331271.50646,208861.131752,427089.01106,3321793.57027,6006.49801437,599641.226463,221725.690229,294075.515584,78849.0557301,68013.8440677,330092.475764,455397.038481,634418.760355,1782.33552424,135.348510232,56890.4901092,935808.426103,147818.011493,106184.62383,845311.203037,388550.359907,250559.749309,72005.5294592,178609.177442,188243.129768,100284.460675,73176.5461172,1592.7863344,29589.736633,3841.92362555,0,0,0,0,7700.36345716,0,0,0,0,0,0,0,7840.37006547,0,0,0,0
"TCGA-BH-A18M-01A-11R-A12D-07",5129020.66272,121333.368046,258.048900009,342386.650517,85055.382018,925312.636107,70130.6468105,4848.49366393,289227.297463,70231.7114181,171858.666882,347041.485668,224648.272248,57511.6642144,197800.143745,384309.843816,19365.7044053,782997.365743,19874.6144593,541611.335033,426827.912058,158974.891466,145823.814279,125251.607929,540267.801894,388904.456107,5172453.12062,362.935699771,502570.907607,164200.345951,408642.564287,47541.8279008,264168.829384,250716.093333,155529.963348,309324.426044,4392.28966491,36088.9202644,28671.402952,1186022.79426,282332.23177,105328.522645,1115853.26849,758347.803673,150729.669557,204869.022934,176232.117629,171194.890321,165381.174736,123915.096071,17330.7382329,44660.7990467,5278.16651647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4825.18359824
